,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доп. объявление группы,Тип объявления,Мобильное объявление,ID группы,Название группы,Номер группы,"Статус ""Мало показов""",ID фразы,Фраза (с минус-словами),Фраза (с минус-словами),Заголовок 1,Заголовок 2,Текст,Длина,,,Ссылка,Отображаемая ссылка,Регион,Организация Яндекс.Справочника,Ставка,Ставка в сетях,Контакты,Статус объявления ,Статус фразы,Заголовки быстрых ссылок,Описания быстрых ссылок,Адреса быстрых ссылок,Турбо-страницы быстрых ссылок,Параметр 1,Параметр 2,Метки,Изображение,Креатив,Статус модерации креатива,Турбо-страница,Уточнения,Минус-фразы на группу,Возрастные ограничения,Реклама мобильных приложений: настройки на группу,,,,Реклама мобильных приложений: настройки на объявление,,,,
-,Текстово-графическое,-,82187819,Группа №82187819,20,-,830067643,Нанять Начальника +IT службы,82191083,Кадровое агентство Тор и партнеры,,Профессионалы. Оптом и в розницу,33,,31,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1117718752,кредитование малого бизнеса,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"71,44","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1151717255,участие в тендере,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1117718746,кредит под залог,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"28,73","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1151717253,тендерная гарантия,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1117718751,кредит +на малый бизнес,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"62,03","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1117718748,кредит +на развитие бизнеса,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"43,73","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1117718747,кредитный брокер +москва,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"13,73","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1151717258,гарантия без обеспечения -тендер,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1151717259,гарантия быстро,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1151717260,гарантия для тендера,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1151717254,гарантия для тендера без обеспечения,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1151717257,банковская гарантия +Москва,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134917198,Группа №134917198,21,-,1151717256,кредит +участие в тендере банковские гарантии,136846727,Кредитный брокер «ПрофКредит»,,"Кредит до 20 000 000 р.! Консультация первых лиц. Просто, доступно, выгодно",29,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134918034,Группа №134918034,22,-,1151716065,участие в тендере,136847563,Проверенный кредитный брокер,,Банковские гарантии на обеспечение участия в тендерах. Быстро и надежно.,28,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134918034,Группа №134918034,22,-,1117722107,кредит под залог,136847563,Проверенный кредитный брокер,,Банковские гарантии на обеспечение участия в тендерах. Быстро и надежно.,28,,70,http://cashprofi.ru/,,Москва и область,,"34,07","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134918034,Группа №134918034,22,-,1151716063,тендерная гарантия,136847563,Проверенный кредитный брокер,,Банковские гарантии на обеспечение участия в тендерах. Быстро и надежно.,28,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134918034,Группа №134918034,22,-,1117722105,помощь +в получении кредита,136847563,Проверенный кредитный брокер,,Банковские гарантии на обеспечение участия в тендерах. Быстро и надежно.,28,,70,http://cashprofi.ru/,,Москва и область,,"43,47","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134918034,Группа №134918034,22,-,1117722108,кредитный брокер +москва,136847563,Проверенный кредитный брокер,,Банковские гарантии на обеспечение участия в тендерах. Быстро и надежно.,28,,70,http://cashprofi.ru/,,Москва и область,,"17,29","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134918034,Группа №134918034,22,-,1151716068,гарантия без обеспечения -тендер,136847563,Проверенный кредитный брокер,,Банковские гарантии на обеспечение участия в тендерах. Быстро и надежно.,28,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134918034,Группа №134918034,22,-,1151716069,гарантия быстро,136847563,Проверенный кредитный брокер,,Банковские гарантии на обеспечение участия в тендерах. Быстро и надежно.,28,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134918034,Группа №134918034,22,-,1151716070,гарантия для тендера,136847563,Проверенный кредитный брокер,,Банковские гарантии на обеспечение участия в тендерах. Быстро и надежно.,28,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134918034,Группа №134918034,22,-,1151716064,гарантия для тендера без обеспечения,136847563,Проверенный кредитный брокер,,Банковские гарантии на обеспечение участия в тендерах. Быстро и надежно.,28,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134918034,Группа №134918034,22,-,1151716067,банковская гарантия +Москва,136847563,Проверенный кредитный брокер,,Банковские гарантии на обеспечение участия в тендерах. Быстро и надежно.,28,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134918034,Группа №134918034,22,-,1151716066,кредит +участие в тендере банковские гарантии,136847563,Проверенный кредитный брокер,,Банковские гарантии на обеспечение участия в тендерах. Быстро и надежно.,28,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1151715230,участие в тендере,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1117734645,кредит под залог,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"38,14","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1151715228,тендерная гарантия,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1117734642,помощь +в получении кредита,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"81,86","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1117734643,кредит +на малый бизнес,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"121,27","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1117734641,кредит +на развитие бизнеса,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"56,44","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1117734646,кредитный брокер +москва,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"12,71","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1151715233,гарантия без обеспечения -тендер,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1151715234,гарантия быстро,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1151715235,гарантия для тендера,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1151715229,гарантия для тендера без обеспечения,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1151715232,банковская гарантия +Москва,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,134919702,Группа №134919702,23,-,1151715231,кредит +участие в тендере банковские гарантии,136849297,Где взять деньги на бизнес?,,"Услуги брокера «ПрофКредит» - беззалоговые гарантии, без открытия счета.",27,,70,http://cashprofi.ru/,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995053,видеомонтаж,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995048,сделать рекламный ролик,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995054,видео ролик,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995056,студия видео дизайна,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995051,обработать видео,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995052,заказ ролик,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995055,заказать титры,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995045,полтора богатыря,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995047,сделать интернет ролик,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995049,видео дизайн -студия,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995046,рекламный ролик -сделать,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141532928,Группа №141532928,24,-,1172995050,сделать канал на youtube,143765465,Видеостудия «Полтора богатыря»,,Создание рекламных роликов и видеопрезентаций. От 7 000 р. Звоните!,30,,64,http://poltora.org/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141534597,Группа №141534597,25,-,1173010705,сделать рекламный ролик,143767134,Видеостудия «Полтора богатыря»,,"Ролики, презентации и все-все-все! Скромные гуру видео дизайна. От 14 000р.",30,,71,http://poltora.org/,,"Россия, -Республика Крым",,"11,69","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141534597,Группа №141534597,25,-,1173010713,студия видео дизайна,143767134,Видеостудия «Полтора богатыря»,,"Ролики, презентации и все-все-все! Скромные гуру видео дизайна. От 14 000р.",30,,71,http://poltora.org/,,"Россия, -Республика Крым",,"11,69","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141534597,Группа №141534597,25,-,1190866703,заказать рекламный ролик,143767134,Видеостудия «Полтора богатыря»,,"Ролики, презентации и все-все-все! Скромные гуру видео дизайна. От 14 000р.",30,,71,http://poltora.org/,,"Россия, -Республика Крым",,"15,00","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141534597,Группа №141534597,25,-,1173010709,заказ ролик,143767134,Видеостудия «Полтора богатыря»,,"Ролики, презентации и все-все-все! Скромные гуру видео дизайна. От 14 000р.",30,,71,http://poltora.org/,,"Россия, -Республика Крым",,"14,49","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141534597,Группа №141534597,25,-,1190866704,заказать видео ролик,143767134,Видеостудия «Полтора богатыря»,,"Ролики, презентации и все-все-все! Скромные гуру видео дизайна. От 14 000р.",30,,71,http://poltora.org/,,"Россия, -Республика Крым",,"5,85","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141534597,Группа №141534597,25,-,1190866700,сделать красивое видео,143767134,Видеостудия «Полтора богатыря»,,"Ролики, презентации и все-все-все! Скромные гуру видео дизайна. От 14 000р.",30,,71,http://poltora.org/,,"Россия, -Республика Крым",,"20,08","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141534597,Группа №141534597,25,-,1173010702,полтора богатыря,143767134,Видеостудия «Полтора богатыря»,,"Ролики, презентации и все-все-все! Скромные гуру видео дизайна. От 14 000р.",30,,71,http://poltora.org/,,"Россия, -Республика Крым",,"8,90","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141534597,Группа №141534597,25,-,1173010704,сделать интернет ролик,143767134,Видеостудия «Полтора богатыря»,,"Ролики, презентации и все-все-все! Скромные гуру видео дизайна. От 14 000р.",30,,71,http://poltora.org/,,"Россия, -Республика Крым",,"11,95","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141534597,Группа №141534597,25,-,1173010706,видео дизайн -студия,143767134,Видеостудия «Полтора богатыря»,,"Ролики, презентации и все-все-все! Скромные гуру видео дизайна. От 14 000р.",30,,71,http://poltora.org/,,"Россия, -Республика Крым",,"19,83","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,141534597,Группа №141534597,25,-,1173010711,видео ролик -заказывать,143767134,Видеостудия «Полтора богатыря»,,"Ролики, презентации и все-все-все! Скромные гуру видео дизайна. От 14 000р.",30,,71,http://poltora.org/,,"Россия, -Республика Крым",,"5,08","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,144018043,Группа №144018043,26,-,1193076266,видео открытка,146356117,Видеостудия «Полтора богатыря»,,Видео ролик к 8 марта! Поздравьте любимых женщин видеооткрыткой. От 5000 р.,30,,72,http://poltora.org/,,"Россия, -Республика Крым",,"4,07","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,144018043,Группа №144018043,26,-,1193076267,8 марта видео ролик,146356117,Видеостудия «Полтора богатыря»,,Видео ролик к 8 марта! Поздравьте любимых женщин видеооткрыткой. От 5000 р.,30,,72,http://poltora.org/,,"Россия, -Республика Крым",,"9,15","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,144018043,Группа №144018043,26,-,1193076268,поздравительные видео ролики,146356117,Видеостудия «Полтора богатыря»,,Видео ролик к 8 марта! Поздравьте любимых женщин видеооткрыткой. От 5000 р.,30,,72,http://poltora.org/,,"Россия, -Республика Крым",,"10,68","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,144018043,Группа №144018043,26,-,1193076269,поздравить видео роликом,146356117,Видеостудия «Полтора богатыря»,,Видео ролик к 8 марта! Поздравьте любимых женщин видеооткрыткой. От 5000 р.,30,,72,http://poltora.org/,,"Россия, -Республика Крым",,"8,90","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,146355969,Группа №146355969,27,-,1212647527,сдача бухгалтерской отчетности,148763065,Сдача налоговой отчетности!,,Полный комплекс бухгалтерских услуг.От 3500 р/квартал. Точность+надежность!,26,,72,http://safebuh.ru/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,146355969,Группа №146355969,27,-,1212647528,сдача налоговой отчетности,148763065,Сдача налоговой отчетности!,,Полный комплекс бухгалтерских услуг.От 3500 р/квартал. Точность+надежность!,26,,72,http://safebuh.ru/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,146355969,Группа №146355969,27,-,1212647531,аутсорсинг бухгалтерских услуг,148763065,Сдача налоговой отчетности!,,Полный комплекс бухгалтерских услуг.От 3500 р/квартал. Точность+надежность!,26,,72,http://safebuh.ru/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,146355969,Группа №146355969,27,-,1212647534,услуги бухгалтерского учета,148763065,Сдача налоговой отчетности!,,Полный комплекс бухгалтерских услуг.От 3500 р/квартал. Точность+надежность!,26,,72,http://safebuh.ru/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,146355969,Группа №146355969,27,-,1212647529,сдача квартальной отчетности,148763065,Сдача налоговой отчетности!,,Полный комплекс бухгалтерских услуг.От 3500 р/квартал. Точность+надежность!,26,,72,http://safebuh.ru/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,146355969,Группа №146355969,27,-,1212647533,налоги на заработную плату,148763065,Сдача налоговой отчетности!,,Полный комплекс бухгалтерских услуг.От 3500 р/квартал. Точность+надежность!,26,,72,http://safebuh.ru/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,146355969,Группа №146355969,27,-,1212647532,бухгалтерские услуги +в москве,148763065,Сдача налоговой отчетности!,,Полный комплекс бухгалтерских услуг.От 3500 р/квартал. Точность+надежность!,26,,72,http://safebuh.ru/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,146355969,Группа №146355969,27,-,1212647530,бухгалтерские проводки +по услугам,148763065,Сдача налоговой отчетности!,,Полный комплекс бухгалтерских услуг.От 3500 р/квартал. Точность+надежность!,26,,72,http://safebuh.ru/,,"Россия, -Республика Крым",,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,147607271,Группа №147607271,28,-,1225010725,аутсорсинг бухгалтерских услуг,150073615,Аутсорсинг бухгалтерских услуг,,Полный комплекс бухгалтерских услуг.От 3500 р/квартал. Точность+надежность!,30,,72,http://safebuh.ru/,,Москва и область,,"63,56","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,147607360,Группа №147607360,29,-,1225011294,сдача бухгалтерской отчетности,150073704,Компания «Надежная бухгалтерия»,,Весь комплекс бухгалтерских услуг.От 3500 р/кв. Опыт. Точность. Надежность.,31,,70,http://safebuh.ru/,,Москва и область,,"20,08","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,147607360,Группа №147607360,29,-,1225011295,бухгалтерские услуги +в москве,150073704,Компания «Надежная бухгалтерия»,,Весь комплекс бухгалтерских услуг.От 3500 р/кв. Опыт. Точность. Надежность.,31,,70,http://safebuh.ru/,,Москва и область,,"63,56","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
